name,smiles,molecular_weight,melting_point_K,boiling_point_K,heat_of_fusion,heat_of_vaporization,critical_temperature,critical_pressure,flash_point,logP
"2-propenoic acid, 2-methyl-, methyl ester, polymer with n-(hydroxymethyl)-2-propenamide and methyl 2-propenoate",C=C(C)C(=O)OC.C=CC(=O)OC.C=CC(O)=NCO,287.30894,399.62,802.42,129031.8359045841,304865.32945372607,997.73719,1837259.6,,
diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,230.67138,603.65,,,,,,,1.2
dihydrocapsaicin,COc1cc(CN=C(O)CCCCCCC(C)C)ccc1O,307.42776000000003,338.85,914.44,,,1126.6618,1602563.1,527.75,
1-ethyl-4-piperidyl benzoate hydrochloride,CCN1CCC(OC(=O)c2ccccc2)CC1.Cl,269.7671,373.21,670.67,110825.22664920962,,899.28183,2141363.8,,
d-thyroxine,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,776.8700200000001,502.65,1314.26,73570.86581871186,,1642.2742,2850522.3,,
isopropylamine,CC(C)N,59.11026,178.02,304.95,124005.54489186816,474950.05728528457,472.2,4550000,249.15,0.26
3-tert-butyl-1-phenyl-2-pyrazolin-5-one,CC(C)(C)C1=NN(c2ccccc2)C(=O)C1,216.27894,384.15,674.27,90249.19393,,927.7929,2850522.3,,
noscapine,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,413.42052,449.15,999.35,151276.96128871397,,1233.9929,1644424.2,,
carminic acid,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O,492.3864,409.15,1788.53,184371.46111265465,,2492.6614,4973333,,
clemastinum,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,343.89024,493.25,818.49,101387.00068952232,,1057.3695,1640430.4,,
"2,3-dihydro-3-ethyl-6-methyl-1h-cyclopenta(a)anthracene",CCC1CCc2c1ccc1c(C)c3ccccc3cc21,260.3728,475,748.5,123722.60082466372,,989.50639,1980586.7,,
croconic acid,O=c1c(O)c(O)c(=O)c1=O,142.06638,423.15,697.81,90718.15583672927,,977.38275,9139798.7,,
"(1s,5r)-6,8-dioxabicyclo[3.2.1]octan-4-one",O=C1CC[C@H]2CO[C@@H]1O2,128.12592,307.58,500.15,146996.01766761948,,714.85703,4646648,,
2-hexenal,CCCC=CC=O,98.143,194.3,419.65,140478.68925954986,,590,3700000,,
safranine o,Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N.[Cl-],350.84466,783.22,1018.9,143334.08979347156,,1291.6812,2329273.6,,
thionyl chloride,O=S(Cl)Cl,118.9704,168.65,348.75,,223860.9587095429,567,4430000,,
"2(1h)-pyrimidinone, tetrahydro-1,3-bis(hydroxymethyl)-4-methoxy-5,5-dimethyl-",COC1N(CO)C(=O)N(CO)CC1(C)C,218.25022,502.3,711.58,113585.22341924786,430895.41179989785,895.44672,3392027.9,,
anhydroecgonine,CN1[C@@H]2CC=C(C(=O)O)[C@H]1CC2,167.20502,501.15,585.36,162871.90420479004,367856.5237746972,802.42801,3505425.2,,
mannitol hexanitrate,O=[N+]([O-])OC[C@@H](O[N+](=O)[O-])[C@@H](O[N+](=O)[O-])[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],452.15712,380.15,,,,,,,
boron trifluoride,FB(F)F,67.80620959999999,146.35,173.25,61941.229642189006,245680.7088768193,260.8,4985190,,
"2,6-dimethylphenyl isocyanide",[C-]#[N+]c1c(C)cccc1C,131.17446,346.4,,,,,,,
(e)-methoxy-4'-nitrostilbene,COc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,255.26862,399.15,784.54,135782.45536016137,,1046.6537,2553338.6,,
"1,1,1,2,2,4,5,5,5-nonafluoro-4-(trifluoromethyl)-3-pentanone",O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,316.04443839999993,165.15,322.2016577,40453.17191697812,87947.33113,441.81,1869000,,
"acetamide, 2-cyano-2-nitro-",N#CC(C(=N)O)[N+](=O)[O-],129.07422,450.36,648.12,152361.95113168223,581652.9008963858,899.67185,5168276.5,,
bufotaline,CC(=O)O[C@H]1C[C@]2(O)C3CC[C@@H]4C[C@@H](O)CC[C@]4(C)C3CC[C@]2(C)[C@H]1c1ccc(=O)oc1,444.56044,496.15,1139.94,102415.77050805512,,1395.7417,1413307.7,,
tetrasodium pyrophosphate,O=P([O-])([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],265.902402,1261.15,,,,,,,
benzoyl chloride,O=C(Cl)c1ccccc1,140.567,272.15,474.15,136589.66898347405,307091.7927899464,697,4060093,345,
"2,4-diisocyanato-1-methylbenzene",Cc1ccc(N=C=O)cc1N=C=O,174.15614,293.65,524.15,,285805.48102150334,745.2,3538830,388.8561804,
sc-8117,C=C[C@@H](C)[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,328.48828000000003,556.74,902.79,72909.75495381448,274060.19933950977,1137.2242,1648432.5,,
"1′-(phenylmethyl)spiro[isobenzofuran-1(3h),4′-piperidine]",c1ccc(CN2CCC3(CC2)OCc2ccccc23)cc1,279.37614,335.65,754.71,109028.6378786678,,1011.6075,2395870.1,,
methylparabanic acid,CN1C(=O)N=C(O)C1=O,128.08616,426.65,571.25,95412.33806993668,496226.2857729393,825.52325,6046695,,
cadmium chloride,[Cd+2].[Cl-].[Cl-],183.317,841.15,1237.15,265005.4278,798568.0118626176,2019.79,16655000,,
1-nitroso-l-proline,O=NN1CCC[C@H]1C(=O)O,144.12862,374.15,546.36,,428408.9425842788,754.55125,4602619.1,,
oxygen difluoride,FOF,53.9962064,49.35,128.85,57485.51994571234,185025.97898125925,215.2,4950000,,
trimethylaluminum,[Al].[CH3].[CH3].[CH3],72.085098,288.42,400.26,,453632.3672868157,620,4000000,,
pseudaconitine,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@]34C1[C@H]([C@H](OC)[C@H]23)[C@@]1(OC(C)=O)C[C@H](OC)[C@@]2(O)C[C@@H]4[C@@H]1[C@H]2OC(=O)c1ccc(OC)c(OC)c1,689.78964,487.15,1511.72,118163.5607052608,,2041.8881,777207.97,,
isopropenyl methyl ketone,C=C(C)C(C)=O,84.11641999999999,219.15,370.15,91718.12114685812,377845.0939346533,566,3890000,278.15,
bromethalin,CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,577.9302896,423.65,463.15,105874.36080283964,252754.1116858142,1393.8447,2838386,,
brn 0803458,Cc1cc(OCCCN(C)C)n(-c2ccccc2)n1,259.34674,489.16,694.44,145153.1644469485,,910.33153,2231301.6,,
126-93-2,N=C(O)C1CCCCO1,129.15704,363.15,509.78,138637.4292876331,397935.5767628924,740.42227,4577740.1,,
1-(2-methoxyethyl)pyridine,COCCN1C=CC=CC1,139.19492,251.28,435.77,114896.43443884305,287010.1129610237,630.25419,3380205.5,,
"(9z)-n,n-dimethyl-9-[3-(4-methyl-1-piperazinyl)propylidene]-9h-thioxanthene-2-sulfonamide",CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,443.62526,421.15,,,,,,,
131447-90-0,CC(=O)CC[C@H]1[C@@H](C#N)[C@H](C(C)C)CC[C@@]1(C)OC(C)=O,293.40117999999995,442.16,808.07,110725.52605275824,254223.7372,1021.8534,1426146.2,,
methyl lignocerate,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC,382.6633,330.55,829.82,169535.46368308642,,830,960000,,
tetradecanoic acid,CCCCCCCCCCCCCC(=O)O,228.37092,328.15,599.15,197485.7394277696,248634.46733976912,763,1600000,,6.1
potassium dihydrogen phosphate,O=P([O-])(O)O.[K+],136.085541,526.15,,,,,,,
ammonium phosphate,N.N.O=P(O)(O)O,132.056221,428.15,,,,,,,
ceric oxide,[Ce].[O].[O],172.1148,2753.15,,464806.0480562973,,,,,
"4,4'-diphenylmethane diisocyanate",O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,250.2521,310.75,609,,262287.4114496788,875,4002338,,
uridylic acid,O=c1nc(O)ccn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,324.181281,475.15,,,,,,,
2′-cytidylic acid,N=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OP(=O)(O)O)c(O)n1,323.196521,514.15,,,,,,,
m-xylene,Cc1cccc(C)c1,106.165,225.35,412.2140026,109263.88169359016,340144.8532128036,616.89,3534600,298.15,3.2
"3′,4′-dihydroxypropiophenone",CCC(=O)c1ccc(O)c(O)c1,166.1739,419.15,647.31,158099.43679482758,,887.71072,5175715.5,,
methyl ethyl ketoxime,CCC(C)=NO,87.12035999999999,243.65,424.65,,491902.3758123001,608.5,4204000,333.3982462,0.63
1-(4-butyrylphenyl)-2-(4-nitrophenyl)ethane,CCCC(=O)c1ccc(CCc2ccc([N+](=O)[O-])cc2)cc1,297.34836,564.04,880.47,143400.8245412889,,1126.8583,1994765.3,,
coumarin 334,CC(=O)c1cc2cc3c4c(c2oc1=O)CCCN4CCC3,283.32178,454.65,793.79,124893.32800323363,,1023.5637,2431443,,
dichlorodifluoromethane,FC(F)(Cl)Cl,120.9135064,115.15,243.3977456,45371.27541278548,166171.37388518872,385.12,4136100,,2.16
tetrafluoroethene,FC(F)=C(F)F,100.0150128,136.325,197.15,77188.41185810458,163339.55729628183,307,3940000,,
trichlorofluoromethane,FC(Cl)(Cl)Cl,137.3681032,162.35,296.8582428,50157.204179841945,181357.4960286388,471.11,4407638,,2.53
calcium nitrate,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ca+2],164.08780000000002,834.15,,142606.58013575658,,,,,
"benzene, [(1z)-1-methyl-1-propen-1-yl]-",C/C=C(/C)c1ccccc1,132.20228,209.84,448.15,110353.6187121735,288371.7082741322,654,3010000,,
nonacosane,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC,408.7867,338,716.15,163655.03085105264,163737.69583539816,838,826000,,
kobaltocen [czech],[Co+2].c1cc[cH-]c1.c1cc[cH-]c1,189.1196,446.15,,,,,,,
pyrophosphoric acid,O=P(O)(O)OP(=O)(O)O,177.975082,334.15,,,,,,,
chloroprene,C=CC(=C)Cl,88.5355,143.15,332.15,72773.06843017772,308088.59293345304,525,4259703,244.15,
robinetin,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)ccc12,302.2357,584.15,1118.83,180322.84074978568,,1411.0516,9407682.9,,
6-hydroxy-2h-benzofuran-3-one,O=C1COc2cc(O)ccc21,150.13144,518.15,601.1,136307.22518880788,,859.58073,5636266.9,,
magnesium nitrate,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2],148.3148,573.65,603.15,,,989,,,
dithiodiglycolic acid,O=C(O)CSSCC(=O)O,182.21804,382.15,719.7,190222.65852491884,501301.0008880604,962.42959,5175715.5,,
phosphorus pentachloride,ClP(Cl)(Cl)(Cl)Cl,208.238761,421.15,433,,213961.3672480452,646.15,5815000,,
phosphorus trichloride,ClP(Cl)Cl,137.332761,179.55,349.15,51699.24458156055,216574.8545290691,563,5670000,,
atrazine,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,215.68326,448.15,546.16,167027.33443476327,441140.9343,962.70073,3522087.9,,2.61
indium antimonide,[In].[Sb],236.578,797.15,,201624.8340927728,,,,,
mechlorethamine,CN(CCCl)CCCl,156.05354,297.9,466.04,128936.51755673085,398653.05120535067,580.87674,3177552.8,,0.91
phosphorus tribromide,BrP(Br)Br,270.685761,231.65,446.35,,148162.19081987286,711,5399000,,
2-heptylphenol,CCCCCCCc1ccccc1O,192.2973,275.65,530,152108.21992820493,286581.71665782994,763.83,2338000,,
meta nitro orange mn,O=C1C=Cc2ccccc2/C1=N/Nc1cccc([N+](=O)[O-])c1,293.27684,466.65,992.83,,,1279.3498,2587217.7,,
diphenoxylate,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,452.58728,494.15,1151.07,98761.06107091652,,1420.446,1203124.9,,
6-aminohexanenitrile,N#CCCCCCN,112.17288,241.75,508.65,160457.67925366628,435120.5522523469,697,3050000,,
"ethyne, difluoro-",FC#CF,62.0182064,219.58,258.15,164758.07013986784,364043.6370927319,415.54622,5569169.1,,
guanidine nitrate,N=C(N)N.O=[N+]([O-])O,122.08334,487.65,,,,,,,
"1-piperidineacetonitrile, |a,|a-dimethyl-",CC(C)(C#N)N1CCCCC1,152.23674,318.15,536.76,59400.90414442663,319017.55505323655,759.01571,2838386,,
"2-buten-1-one, 1-[methyl-1,5,9(or 2,6,10)-cyclododecatrien-1-yl]-",CC=CC(=O)C1=CCCC=C(C)CCC=CCC1,244.37186,344.02,703.87,92641.59956878833,254770.5435244256,945.56434,1942365.7,,
cacodyl,C[As](C)[As](C)C,209.98128,267.15,438.15,,153186.47946295646,659.00841,2384515.2,,
triphenylphosphine,c1ccc(P(c2ccccc2)c2ccccc2)cc1,262.285461,353.15,650.15,,255127.68585646863,1008,7840000,452.9693297,5.69
2-(1-piperidinyl)phenol,Oc1ccccc1N1CCCCC1,177.24290000000002,344.65,590.97,112585.60991723786,,834.96967,3990599.7,,
glycol dibenzoate,O=C(OCCOC(=O)c1ccccc1)c1ccccc1,270.27996,346.65,735.48,125854.68785773093,,967.46972,2306952,,
epirubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,543.51926,617.68,1686.49,141382.2943459262,,2229.8057,2287135.7,,
methyl 4-hydroxycinnamate,COC(=O)/C=C/c1ccc(O)cc1,178.1846,412.65,598.08,146202.30929047742,,829.21158,3713495,,
kinetin,c1coc(CNc2nc[nH]c3ncnc2-3)c1,215.21136,539.65,785.63,214700.5622751513,,1070.2057,5281571.1,,
ac1l9dpw,O=C1CCC=C2[C@@H]3C[C@@H](CN12)[C@@H]1CCCCN1C3,246.34798,470.69,684.08,106191.25027938122,272809.4024062733,920.38175,2555921,,
"n,n-dimethylbutylamine",CCCCN(C)C,101.19,369.15,365.35,141486.3128767665,306067.4594316257,538,2930000,270.15,1.7
nitroguanidine,N=C(N)N[N+](=O)[O-],104.06806,526.15,595.94,,636957.5667259201,860.93957,6027931,,-0.89
2-(1-propen-1-yl)piperidine,CC=CC1CCCCN1,125.2114,281.15,441.15,144579.4871712959,,674.55002,3443981.6,,
chromic anhydride,[Cr].[O].[O].[O],99.9943,470.15,,142008.09446138432,,,,,
ctk2a8768,O=C=C=C=C=C=C=C=O,116.0737,251.12,360.25,339508.43300420337,326943.3535439816,574.58728,9611687.8,,
lead oxide (pb3o4),[O].[O].[O].[O].[Pb].[Pb].[Pb],685.5975999999999,1103.15,,,,,,,
phosphorus trifluoride,FP(F)F,87.96897059999999,121.65,171.35,,161444.84901537368,271.2,4326577.5,,
methyldiethylaminoethoxybenzanilide,CCN(CC)CCOc1c(C)cccc1C(O)=Nc1ccccc1,326.43264,550.33,859.42,140203.5042,,1078.2674,1667333.3,,
"benzonitrile, 3,5-dimethyl-4-nitro-",Cc1cc(C#N)cc(C)c1[N+](=O)[O-],176.17201999999995,463.77,701.06,140811.23665381144,,954.85269,3055785.5,,
"2,4-dihydroxypyrimidine-5-carboxylic acid",O=C(O)c1cnc(O)nc1O,156.09626,556.15,720.61,183514.96698255296,,989.9269,6609822.2,,
caroverine,CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21,365.46868000000006,342.15,950.65,136304.42969832598,,1185.1407,1601280.8,,
tricaine,CCOC(=O)c1cccc(N)c1.CS(=O)(=O)O,261.2948,422.65,,,,,,,
titanium nitride,[N].[Ti],61.8737,3220.15,,1081234.8380652843,,,,,
"1,2,6-hexanetriol triglycidyl ether",C(CCC(COCC1CO1)OCC1CO1)COCC1CO1,302.36334,444.03,710.69,175249.4201181929,239577.8685423477,901.41728,1829409.7,,
5-dodecyl-2-hydroxybenzaldehyde oxime,CCCCCCCCCCCCC1=C/C(=C/NO)C(=O)C=C1,305.4549400000001,326.65,878.65,153230.4568392313,299390.69870709645,1080.8667,1504645.4,,
etorphine,CCCC(C)(O)C1C[C@@]23C=CC1(OC)C1Oc4c(O)ccc5c4[C@@]12CCN(C)[C@@H]3C5,411.53382,488.65,1059.99,113448.7561678406,,1303.625,1815406.2,,2.79
raloxifene,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,473.58328,418.15,1268.52,128855.90048702732,,1558.63,2019947,,5.2
antimony,[Sb],121.76,903.778,1860.15,162532.85151116952,,5070,386560000,,
"1,4-decadiene",C=CCC=CCCCCC,138.24992,195.62,443.9,148846.37907927902,,602.95405,2302526.1,,
cellotriose,O=C[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,504.43708,481.15,1772.8,170711.08253976886,,4783.8233,3325843.5,,
n-bromosuccinimide,O=C1CCC(=O)N1Br,177.98405999999997,450.15,521.04,47228.94848,311552.81485663727,770.99049,6132226.8,,
monolauryl phosphate,CCCCCCCCCCCCOP(=O)(O)O,266.314141,342.15,,,,,,,
hellebrigenin 3-acetate,CC(=O)O[C@H]1CC[C@]2(C=O)C3CC[C@]4(C)[C@@H](c5ccc(=O)oc5)CC[C@]4(O)C3CC[C@]2(O)C1,458.54396,517.65,1193.51,88214.00678792062,,1462.0973,1589808.9,,
tin,[Sn],118.701,505.078,2859.15,60235.38133629877,3443828.600807089,7400,609980000,,
ea 3443,CN1CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)CC1,317.42258000000004,490.15,443.65,97475.73723331212,316150.4738258626,1077.0625,1998333.8,,
bromide,[Br-],79.904,165.93,265.06,34078.394072887466,304353.7816759716,444.24138,8189840.5,,
"2-oxatricyclo[3.3.1.13,7]decane",C1C2CC3CC1CC(C2)O3,138.20686,498.15,452.29,147756.77560433684,,668.07479,3423859,,
"6-ethyl-5-phenylpyrimidine-2,4-diamine",CCc1[nH]c(=N)[nH]c(=N)c1-c1ccccc1,214.26636,511.65,794.92,160645.84286586096,,1069.6654,3731664.9,,
tinidazole,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,247.27152,400.65,,,,,,,-0.35
potassium peroxide,[K+].[K+].[O-][O-],110.1954,818.15,,186033.1737985433,,,,,
1-methyl-2-propylpiperidine,CCCC1CCCCN1C,141.25386,234.56,448.15,113426.9888270664,,622.36442,2758456.3,,
tellurium,[Te],127.6,722.66,1261.15,136206.89655172414,1803695.532727399,4840,261710000,,
dichlorine heptoxide,[O-][Cl+3]([O-])([O-])O[Cl+3]([O-])([O-])[O-],182.9018,181.65,355.15,148068.5263895708,162796.9699081685,565.78,5090000,,
chlorine monoxide,ClOCl,86.9054,152.55,275.35,61423.11064674922,303109.06113476097,444.68,7494000,,
dess-martin periodinane,CC(=O)OI1(OC(C)=O)(OC(C)=O)OC(=O)c2ccccc21,424.14199,407.15,313.15,98070.93138785903,300110.6789073695,1091.2241,1992984.7,,
photodieldrin,ClC1C2(Cl)C3C4C5OC5C5C4C1(Cl)C(Cl)(C53)C2(Cl)Cl,380.90932,626.49,717.72,106432.15555870355,177556.69934854252,983.7115,2592489.7,,
5-chloro-2-methoxybenzaldehyde,COc1ccc(Cl)cc1C=O,170.59297999999998,354.15,,,,,,,
rhodium chloride,[Cl-].[Cl-].[Cl-].[Rh+3],209.2645,963.15,990.15,,,,,,
dinonyl ether,CCCCCCCCCOCCCCCCCCC,270.49372,314.85,591.15,161053.64664288695,211759.8924,736,1300000,,
cesium hydroxide,[Cs+].[OH-],149.91279,615.45,,51896.839489145656,,,,,
ammonium picrate,N.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,246.13444,552.65,696.15,,293115.2615593458,917.48731,2543523.9,,
cyclobendazole,COC(O)=Nc1nc2ccc(C(=O)C3CC3)cc2[nH]1,259.26062,523.65,820.48,171703.6702295937,,1066.1303,3287812.5,,
oxygen,O=O,31.9988,54.36,90.18780788,13750.515644336663,213055.8982880237,154.581,5043000,,0.65
furazolidone,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,225.15828,528.15,744.14,,,993.65212,3493005.6,,-0.04
proguanil,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,253.73124,402.15,868.28,,,1125.8467,2356489.8,,2.53
mepyramine hydrochloride,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.Cl,321.84496,416.4,786.03,131622.38116141385,,1014.7336,1832543.6,,
7-chloro-5-iodo-8-quinolinol,Oc1c(Cl)cc(I)c2cccnc12,305.49957,546.59,726.03,94507.49799746036,,1024.078,4789214.7,,
modrasone,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,521.04218,487.15,1236.96,109327.04143069568,210547.4566857097,1518.4229,1060328.3,,
acenaphthenequinone,O=C1C(=O)c2cccc3cccc1c23,182.17484,532.65,672.56,83996.23131273233,,940.83579,3829281.4,,1.95
ticrynafen,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,331.17122,422.15,906.4,127426.5318103427,,1163.4627,2906110.8,,
vanadium pentoxide,[O].[O].[O].[O].[O].[V].[V],181.88,954.15,2023.15,351880.3606773697,,2828.6424,,,
ceftin,CO/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(=N)O)CS[C@H]12)c1ccco1,510.47448,450.65,523.15,,490566.8834912959,1610.2492,1574704,,0.89
"phenol, 2,2'-methylenebis(3,5,6-trichloro-",Oc1c(Cl)c(Cl)cc(Cl)c1Cc1c(Cl)cc(Cl)c(Cl)c1O,406.90354,767.19,966.1,127602.72373152614,,1239.416,3025605.1,,
phosphorus triiodide,IP(I)I,411.687171,334.35,,,,,,,
phenyl acetate,CC(=O)Oc1ccccc1,136.14792,243.15,468.15,109336.96232744504,314854.01801223925,686,3600000,,1.49
o-arsanilic acid,Nc1ccccc1[As](=O)(O)O,217.05422,426.65,,,,,,,
"1h-benzotriazole, 1-(phenylmethyl)-",c1ccc(Cn2nnc3ccccc32)cc1,209.24654,388.65,681.52,147204.3456489173,,948.08665,3695457.4,,
arsenic,[As],74.9216,1090.15,888.15,326207.66240977234,445958.6835,1673,22300000,,
formimino-l-glutamic acid,N=CN[C@@H](CCC(=O)O)C(=O)O,174.1546,363.15,762.09,,,,,,
indium nitride,[In].[N],128.8247,1373.15,,,,,,,
iodine cyanide,N#CI,152.92186999999998,419.5,427.49,27844.28414326872,166261.12716481782,657.54154,5398632.3,,
sulfamic acid,NS(=O)(=O)O,97.09372,478.15,,,,,,,
diethylsilane,CC[SiH2]CC,88.22358,138.85,330.15,,,,,,
gypsogenin,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(C=O)[C@@H]5CC[C@]43C)[C@@H]2C1,470.68384,548.15,1218.17,72981.04817025374,246130.35604144307,1491.5756,1195648.2,,
3-(methoxymethyl)-5-isoquinolinamine,COCc1cc2c(N)cccc2cn1,188.22578,378.15,655.55,138402.9329032399,,903.23096,3513741.7,,
riboflavin 5'-phosphate,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,456.343801,468.15,,,,,,,
chrysene,c1ccc2c(c1)ccc1c3ccccc3ccc21,228.28788,528.15,721.15,114767.37179389462,286215.1156456189,979,2390000,,5.73
chloropicrin,O=[N+]([O-])C(Cl)(Cl)Cl,164.3752,206.55,385.15,90548.93926,58801.32418476927,736.49388,5146055.3,,2.09
lead acetate,CC(=O)[O-].CC(=O)[O-].[Pb+2],325.28804,600.55,2013.15,,,,,,
fumonisin b1,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,721.82996,1315.72,2020.67,159811.87591603983,343635.6454929437,5332.1549,729277.1,,
"benzoic acid, 3,4-dimethoxy-, hydrazide",COc1ccc(C(O)=NN)cc1OC,196.20318,418.15,728.27,,,946.47327,3206406.7,,
palytoxin,C=C(/C=C\C[C@@H](O)[C@@H](O)[C@H](O)C/C=C/C=C\[C@@H](O)C[C@@H]1O[C@H](C[C@@H](O)[C@H](O)C[C@H]2O[C@H]([C@H](O)[C@H](O)CC[C@H](O)/C=C/[C@H](C)[C@@H](O)C[C@]3(O)O[C@H](C[C@@H](O)CCCCCCC[C@@]45C[C@@H](C)C[C@@](C)(O4)[C@@H](C[C@@H](C)CCCCC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]4O[C@H](C[C@H](O)[C@H](O)/C(C)=C/[C@H](O)C[C@@H](C)[C@H](O)C(O)=N/C=C/C(O)=NCCCO)[C@H](O)[C@@H](O)[C@@H]4O)O5)[C@H](O)[C@@H](O)[C@H]3O)C[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O)CC[C@H](O)[C@@H](O)[C@H](O)[C@H](C)C[C@H]1O[C@H](/C=C\[C@@H](O)[C@H](O)C[C@@H]2C[C@@H]3C[C@H](O2)[C@@H](CC[C@H]2O[C@H](CN)C[C@H]2O)O3)[C@@H](O)[C@H](O)[C@H]1O,2680.13862,4223.11,7626.63,164328.4405938675,,-347.7808,162858.77,,
benzyl benzoate,O=C(OCc1ccccc1)c1ccccc1,212.24388,292.15,594.45,115277.7644283548,254158.19816945656,825,2533125,421.15,3.97
daunorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,527.51986,481.65,1594.31,137920.87372786307,,2020.8837,2098420.5,,1.83
psi-bufarenogin,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)[C@H](O)[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O,416.50728,790.61,1195.96,95025.95008663477,,1466.9503,1816954.2,,
(-)-mitragynine,CC[C@@H]1CN2CCc3c([nH]c4cccc(OC)c34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,398.4953,377.15,508.15,149527.4850167618,,1194.5585,1420775.6,,
"1,4-benzenediamine, n-(1,4-dimethylpentyl)-",CC(C)CCC(C)Nc1ccc(N)cc1,206.32718,381.13,650.52,127603.15921537824,,864.95325,2347364.9,,
moxastine,CN(C)CCOC(C)(c1ccccc1)c1ccccc1,269.38132,402.58,405.65,101168.85610331107,235140.57504443784,924.13221,1916936.8,,
levobupivacaine,CCCCN1CCCC[C@H]1C(O)=Nc1c(C)cccc1C,288.42772,409.15,534.15,136231.70477511664,319776.36296189786,993.90548,1749205.6,,
civetone,O=C1CCCCCCC/C=C\CCCCCCC1,250.4195,305.65,616.15,32673.174413334425,164667.99638484055,998.00742,1947512.2,,
